subj,dataset_name,metric_name,performance
alexnet_w1_mlp_simclrhn_probe1,edge,accuracy (top-1),0.36875
alexnet_w1_mlp_simclrhn_probe1,silhouette,accuracy (top-1),0.275
alexnet_w1_mlp_simclrhn_probe1,cue-conflict,accuracy (top-1),0.29375
alexnet_w1_mlp_simclrhn_probe1,colour,accuracy (top-1),0.7609375
alexnet_w1_mlp_simclrhn_probe1,contrast,accuracy (top-1),0.55234375
alexnet_w1_mlp_simclrhn_probe1,high-pass,accuracy (top-1),0.38828125
alexnet_w1_mlp_simclrhn_probe1,low-pass,accuracy (top-1),0.30703125
alexnet_w1_mlp_simclrhn_probe1,phase-scrambling,accuracy (top-1),0.3669642857142857
alexnet_w1_mlp_simclrhn_probe1,power-equalisation,accuracy (top-1),0.5482142857142858
alexnet_w1_mlp_simclrhn_probe1,false-colour,accuracy (top-1),0.7348214285714286
alexnet_w1_mlp_simclrhn_probe1,rotation,accuracy (top-1),0.53203125
alexnet_w1_mlp_simclrhn_probe1,eidolonI,accuracy (top-1),0.39140625
alexnet_w1_mlp_simclrhn_probe1,eidolonII,accuracy (top-1),0.32578125
alexnet_w1_mlp_simclrhn_probe1,eidolonIII,accuracy (top-1),0.29765625
alexnet_w1_mlp_simclrhn_probe1,uniform-noise,accuracy (top-1),0.2828125
alexnet_w1_mlp_simclrhn_probe1,sketch,accuracy (top-1),0.48625
alexnet_w1_mlp_simclrhn_probe1,sketch,accuracy (top-5),0.79
alexnet_w1_mlp_simclrhn_probe1,stylized,accuracy (top-1),0.265
alexnet_w1_mlp_simclrhn_probe1,stylized,accuracy (top-5),0.60125
