subj,session,trial,rt,object_response,category,condition,imagename,filename,is_correct,targ_act,max_nontarg_act,decision_margin
alexnet_w1_mlp_simclrhn_probe1,1,1,NaN,knife,knife,true,0001_fc_dnn_true_knife_35_n03041632_86251.png,n03041632_86251.png,1.0,2.9478445,-3.4641318,4.533952
alexnet_w1_mlp_simclrhn_probe1,1,2,NaN,car,car,false,0002_fc_dnn_false_car_35_n03100240_16866.png,n03100240_16866.png,1.0,10.086878,6.37358,2.625698
alexnet_w1_mlp_simclrhn_probe1,1,3,NaN,knife,keyboard,false,0003_fc_dnn_false_keyboard_35_n03085013_21127.png,n03085013_21127.png,0.0,0.26714897,2.298954,-1.4367031
alexnet_w1_mlp_simclrhn_probe1,1,4,NaN,truck,truck,true,0004_fc_dnn_true_truck_35_n03417042_10694.png,n03417042_10694.png,1.0,7.3930798,3.2383945,2.937806
alexnet_w1_mlp_simclrhn_probe1,1,5,NaN,bird,bird,true,0005_fc_dnn_true_bird_35_n01614925_1962.png,n01614925_1962.png,1.0,0.5153236,-3.6001148,2.9100544
alexnet_w1_mlp_simclrhn_probe1,1,6,NaN,knife,knife,false,0006_fc_dnn_false_knife_35_n03041632_99875.png,n03041632_99875.png,1.0,-0.5467118,-3.568096,2.1364412
alexnet_w1_mlp_simclrhn_probe1,1,7,NaN,bicycle,bicycle,true,0007_fc_dnn_true_bicycle_35_n03792782_14935.png,n03792782_14935.png,1.0,2.456224,-3.564317,4.2571654
alexnet_w1_mlp_simclrhn_probe1,1,8,NaN,elephant,elephant,false,0008_fc_dnn_false_elephant_35_n02504013_5027.png,n02504013_5027.png,1.0,1.4473014,-2.1098535,2.5152884
alexnet_w1_mlp_simclrhn_probe1,1,9,NaN,cat,dog,false,0009_fc_dnn_false_dog_35_n02090721_129.png,n02090721_129.png,0.0,-2.6441853,-1.0871215,-1.1010104
alexnet_w1_mlp_simclrhn_probe1,1,10,NaN,airplane,airplane,true,0010_fc_dnn_true_airplane_35_n02690373_9241.png,n02690373_9241.png,1.0,9.891022,3.6554809,4.4091935
alexnet_w1_mlp_simclrhn_probe1,1,11,NaN,truck,truck,true,0011_fc_dnn_true_truck_35_n04467665_62080.png,n04467665_62080.png,1.0,4.6398573,3.5955274,0.73845273
alexnet_w1_mlp_simclrhn_probe1,1,12,NaN,keyboard,keyboard,true,0012_fc_dnn_true_keyboard_35_n04505470_2669.png,n04505470_2669.png,1.0,2.3113241,1.5193615,0.56000215
alexnet_w1_mlp_simclrhn_probe1,1,13,NaN,oven,oven,false,0013_fc_dnn_false_oven_35_n04111531_688.png,n04111531_688.png,1.0,1.5902071,-3.696343,3.7381554
