subj,session,trial,rt,object_response,category,condition,imagename,filename,is_correct,targ_act,max_nontarg_act,decision_margin
convnext_large,1,1,NaN,oven,oven,cr,0001_cl_dnn_cr_oven_40_n04111531_14126.png,n04111531_14126.png,1.0,8.732846,0.37779754,5.907912
convnext_large,1,2,NaN,bear,bear,cr,0002_cl_dnn_cr_bear_40_n02134084_5274.png,n02134084_5274.png,1.0,2.943804,0.6105031,1.649893
convnext_large,1,3,NaN,cat,cat,cr,0003_cl_dnn_cr_cat_40_n02123394_133.png,n02123394_133.png,1.0,2.211451,0.9496515,0.89222705
convnext_large,1,4,NaN,car,car,cr,0004_cl_dnn_cr_car_40_n02814533_51190.png,n02814533_51190.png,1.0,4.4959426,0.8925002,2.5480187
convnext_large,1,5,NaN,chair,chair,bw,0005_cl_dnn_bw_chair_40_n04099969_14986.png,n04099969_14986.png,1.0,3.5720663,0.3713696,2.2632344
convnext_large,1,6,NaN,elephant,elephant,cr,0006_cl_dnn_cr_elephant_40_n02504013_6731.png,n02504013_6731.png,1.0,6.815295,0.35392493,4.568879
convnext_large,1,7,NaN,bottle,bottle,cr,0007_cl_dnn_cr_bottle_40_n02823428_987.png,n02823428_987.png,1.0,2.3603237,0.37414452,1.4044408
convnext_large,1,8,NaN,truck,truck,cr,0008_cl_dnn_cr_truck_40_n03417042_7458.png,n03417042_7458.png,1.0,2.0264137,0.8043231,0.86414856
convnext_large,1,9,NaN,chair,chair,bw,0009_cl_dnn_bw_chair_40_n04099969_4577.png,n04099969_4577.png,1.0,2.9075077,0.35341772,1.8060144
convnext_large,1,10,NaN,knife,knife,cr,0010_cl_dnn_cr_knife_40_n03041632_83472.png,n03041632_83472.png,1.0,3.4458904,1.389407,1.4541533
convnext_large,1,11,NaN,elephant,elephant,bw,0011_cl_dnn_bw_elephant_40_n02504458_3485.png,n02504458_3485.png,1.0,6.965771,0.3530968,4.675867
convnext_large,1,12,NaN,bear,bear,bw,0012_cl_dnn_bw_bear_40_n02133161_1066.png,n02133161_1066.png,1.0,4.1536374,2.0066426,1.5181546
convnext_large,1,13,NaN,elephant,elephant,bw,0013_cl_dnn_bw_elephant_40_n02504013_1060.png,n02504013_1060.png,1.0,5.938188,0.23798497,4.030652
convnext_large,1,14,NaN,bear,bear,bw,0014_cl_dnn_bw_bear_40_n02134084_1009.png,n02134084_1009.png,1.0,3.0463676,1.0043005,1.4439595
convnext_large,1,15,NaN,cat,cat,cr,0015_cl_dnn_cr_cat_40_n02125311_13383.png,n02125311_13383.png,1.0,1.7845904,0.38381326,0.990499
convnext_large,1,16,NaN,elephant,elephant,bw,0016_cl_dnn_bw_elephant_40_n02504013_257.png,n02504013_257.png,1.0,5.825068,0.30066344,3.906344
